w,vector_semantico
given,"['generate', 'return', 'render', 'make', 'consecrate', 'cave_in', 'have', 'fall_in', 'disposed', 'gift', 'contribute', 'collapse', 'ease_up', 'impart', 'minded', 'leave', 'presumption', 'turn_over', 'granted', 'move_over', 'feed', 'throw', 'commit', 'chip_in', 'tending', 'break', 'pay', 'founder', 'pass', 'dedicate', 'reach', 'kick_in', 'pass_on', 'yield', 'grant', 'hand', 'devote', 'afford', 'establish', 'apply', 'open', 'apt', 'give', 'present', 'precondition', 'hold', 'given', 'give_way', 'sacrifice']",How to design your Interlocking Frame
caution,"['forethought', 'cautiousness', 'circumspection', 'admonish', 'precaution', 'monish', 'carefulness', 'caveat', 'caution', 'care']",How to design your Interlocking Frame
upper,"['upper', 'pep_pill', 'speed', 'amphetamine', 'upper_berth']",How to design your Interlocking Frame
left-hand,"['left', 'left-hand']",How to design your Interlocking Frame
the,[],How to design your Interlocking Frame
stop,"['stoppage', 'stop', 'closure', 'terminate', 'give_up', 'occlusion', 'blockage', 'stop_over', 'stopover', 'discontinue', 'blockade', 'kibosh', 'lay_off', 'catch', 'turn_back', 'stay', 'period', 'arrest', 'block_off', 'quit', 'plosive_consonant', 'plosive_speech_sound', 'point', 'block', 'layover', 'check', 'break', 'contain', 'hold_on', 'end', 'intercept', 'cease', 'barricade', 'occlusive', 'hold_back', 'hitch', 'full_stop', 'finish', 'plosive', 'stop_consonant', 'full_point', 'block_up', 'halt', 'bar', 'diaphragm', 'break_off']",How to design your Interlocking Frame
1'',[],How to design your Interlocking Frame
nut,"['nut_case', 'junkie', 'crackpot', 'testis', 'crank', 'nut', 'ball', 'bollock', 'freak', 'en', 'junky', 'addict', 'Nut', 'orchis', 'testicle', 'screwball', 'fruitcake', 'egg', 'ballock']",How to design your Interlocking Frame
slightly,"['somewhat', 'slightly', 'more_or_less', 'slimly', 'slenderly']",How to design your Interlocking Frame
tappets,['tappet'],How to design your Interlocking Frame
fewer,"['few', 'fewer']",How to design your Interlocking Frame
particular,"['item', 'exceptional', 'finicky', 'peculiar', 'special', 'finical', 'picky', 'especial', 'fussy', 'specific', 'particular_proposition', 'detail', 'particular']",How to design your Interlocking Frame
instructions,"['instruction', 'book_of_instructions', 'teaching', 'educational_activity', 'operating_instructions', 'instruction_manual', 'didactics', 'statement', 'command', 'program_line', 'education', 'pedagogy', 'instructions', 'direction']",How to design your Interlocking Frame
so,"['sol', 'thusly', 'therefore', 'indeed', 'and_so', 'soh', 'thus', 'thence', 'then', 'and_then', 'hence', 'so']",How to design your Interlocking Frame
mounting,"['get_on', 'jump_on', 'mounting', 'climb_on', 'climb', 'put_on', 'mount_up', 'go_up', 'mount', 'bestride', 'rise', 'hop_on', 'wax', 'climb_up', 'ride', 'climbing']",How to design your Interlocking Frame
2'',[],How to design your Interlocking Frame
from,[],How to design your Interlocking Frame
65,"['lxv', '65', 'sixty-five']",How to design your Interlocking Frame
many,['many'],How to design your Interlocking Frame
possible,"['potential', 'possible']",How to design your Interlocking Frame
fitted,"['accommodate', 'outfit', 'equip', 'agree', 'fit', 'suit', 'match', 'gibe', 'correspond', 'go', 'fitted', 'check', 'meet', 'tally', 'jibe', 'conform_to', 'fit_out']",How to design your Interlocking Frame
these,[],How to design your Interlocking Frame
there,"['there', 'at_that_place', 'on_that_point', 'thither', 'in_that_location', 'in_that_respect']",How to design your Interlocking Frame
You,[],How to design your Interlocking Frame
before,"['before', 'in_front', 'earlier', 'ahead']",How to design your Interlocking Frame
accessible,"['accessible', 'approachable']",How to design your Interlocking Frame
triangular,"['trilateral', 'three-sided', 'triangular']",How to design your Interlocking Frame
3/64'',[],How to design your Interlocking Frame
consist,"['lie', 'comprise', 'dwell', 'lie_in', 'consist']",How to design your Interlocking Frame
stock,"['well-worn', 'line', 'old-hat', 'lineage', 'gunstock', 'inventory', 'neckcloth', 'pedigree', 'stock_up', 'timeworn', 'parentage', 'buy_in', 'gillyflower', 'stockpile', 'shopworn', 'threadbare', 'descent', 'tired', 'broth', 'stock', 'hackneyed', 'breed', 'banal', 'line_of_descent', 'fund', 'origin', 'standard', 'ancestry', 'stock_certificate', 'carry', 'caudex', 'store', 'strain', 'sprout', 'stemma', 'livestock', 'blood', 'Malcolm_stock', 'commonplace', 'farm_animal', 'bloodline', 'blood_line', 'trite']",How to design your Interlocking Frame
necessarily,"['needs', 'necessarily', 'inevitably', 'of_necessity', 'needfully']",How to design your Interlocking Frame
check,"['crack', 'check_mark', 'handicap', 'chip', 'stoppage', 'condition', 'tick', 'curb', 'ensure', 'correspond', 'stop', 'chit', 'see', 'bridle', 'checkout', 'check-out_procedure', 'insure', 'watch', 'check_into', 'baulk', 'check_off', 'substantiation', 'retard', 'turn_back', 'find_out', 'stay', 'check_out', 'mark', 'hindrance', 'arrest', 'delay', 'chequer', 'deterrent', 'see_to_it', 'mark_off', 'fit', 'ascertain', 'tick_off', 'discipline', 'confirmation', 'go_over', 'train', 'check_over', 'check', 'balk', 'assure', 'hinderance', 'contain', 'tally', 'determine', 'break', 'jibe', 'check_up_on', 'moderate', 'impediment', 'bank_check', 'checker', 'agree', 'match', 'hitch', 'gibe', 'hold_back', 'control', 'cheque', 'hold_in', 'learn', 'chink', 'hold', 'halt', 'look_into', 'tab', 'assay', 'verification', 'suss_out']",How to design your Interlocking Frame
excess,"['supererogatory', 'nimiety', 'extra', 'superfluous', 'overabundance', 'surplus', 'surplusage', 'redundant', 'spare', 'excess', 'excessiveness', 'supernumerary', 'overindulgence', 'surfeit', 'inordinateness']",How to design your Interlocking Frame
which,[],How to design your Interlocking Frame
dog-pin,[],How to design your Interlocking Frame
sides,"['side_of_meat', 'face', 'side', 'incline', 'English', 'position', 'slope']",How to design your Interlocking Frame
properly,"['properly', 'decent', 'decently', 'in_good_order', 'right', 'the_right_way', 'by_rights']",How to design your Interlocking Frame
a,"['vitamin_A', 'A', 'a', 'axerophthol', 'deoxyadenosine_monophosphate', 'group_A', 'ampere', 'amp', 'type_A', 'angstrom', 'adenine', 'angstrom_unit', 'antiophthalmic_factor']",How to design your Interlocking Frame
mated,"['mat', 'paired', 'pair', 'entangle', 'matt-up', 'matte', 'felt_up', 'tangle', 'mate', 'couple', 'matte_up', 'twin', 'checkmate', 'felt', 'match', 'mat_up', 'mated', 'copulate', 'snarl']",How to design your Interlocking Frame
mounted,"['get_on', 'jump_on', 'climb_on', 'climb', 'put_on', 'mounted', 'mount_up', 'go_up', 'mount', 'bestride', 'rise', 'hop_on', 'wax', 'climb_up', 'ride']",How to design your Interlocking Frame
levers,"['lever_tumbler', 'lever', 'pry', 'prise', 'jimmy', 'prize']",How to design your Interlocking Frame
thus,"['thusly', 'therefore', 'thus', 'thence', 'frankincense', 'gum_olibanum', 'hence', 'olibanum', 'so']",How to design your Interlocking Frame
aspect,"['panorama', 'view', 'scene', 'facet', 'look', 'aspect', 'facial_expression', 'face', 'prospect', 'expression', 'vista']",How to design your Interlocking Frame
cleaning,"['cleansing', 'clean_house', 'cleanup', 'make_clean', 'houseclean', 'strip', 'cleanse', 'cleaning', 'clean', 'scavenge', 'pick']",How to design your Interlocking Frame
give,"['generate', 'return', 'render', 'make', 'consecrate', 'cave_in', 'have', 'fall_in', 'gift', 'contribute', 'collapse', 'ease_up', 'impart', 'leave', 'turn_over', 'move_over', 'feed', 'throw', 'commit', 'springiness', 'chip_in', 'break', 'pay', 'founder', 'pass', 'dedicate', 'reach', 'kick_in', 'pass_on', 'spring', 'yield', 'grant', 'hand', 'devote', 'afford', 'establish', 'open', 'give', 'present', 'hold', 'apply', 'give_way', 'sacrifice']",How to design your Interlocking Frame
your,[],How to design your Interlocking Frame
sizes,"['size_of_it', 'size', 'sizing']",How to design your Interlocking Frame
put,"['put', 'put_option', 'couch', 'lay', 'invest', 'place', 'arrange', 'order', 'commit', 'cast', 'set_up', 'redact', 'set', 'pose', 'frame', 'assign', 'position']",How to design your Interlocking Frame
Locate,"['place', 'turn_up', 'locate', 'settle', 'situate', 'site']",How to design your Interlocking Frame
center-punch,[],How to design your Interlocking Frame
Chinese,"['Taiwanese', 'Formosan', 'Chinese']",How to design your Interlocking Frame
turnouts,"['siding', 'outfit', 'railroad_siding', 'sidetrack', 'getup', 'output', 'turnout', 'widening', 'outturn', 'rig']",How to design your Interlocking Frame
soldered,['solder'],How to design your Interlocking Frame
flange,"['flange', 'rim']",How to design your Interlocking Frame
dimension,"['attribute', 'property', 'dimension', 'proportion']",How to design your Interlocking Frame
track,"['trail', 'cartroad', 'runway', 'caterpillar_tread', 'dog', 'cut_through', 'track', 'tail', 'racecourse', 'course', 'give_chase', 'get_over', 'cart_track', 'traverse', 'cross', 'chase_after', 'cut', 'raceway', 'cover', 'chase', 'path', 'get_across', 'rail', 'lead', 'cut_across', 'pass_over', 'caterpillar_track', 'rails', 'go_after', 'tag', 'data_track', 'racetrack', 'running']",How to design your Interlocking Frame
20,"['twenty', 'xx', '20', 'XX']",How to design your Interlocking Frame
tap,"['pat', 'spigot', 'tip', 'water_faucet', 'solicit', 'rap', 'tap', 'exploit', 'pink', 'hydrant', 'knock', 'strike', 'intercept', 'tapdance', 'dab', 'bug', 'beg', 'wiretap', 'water_tap']",How to design your Interlocking Frame
sloping,"['slanted', 'spill', 'splash', 'splosh', 'squish', 'swill', 'diagonal', 'pitch', 'sloping', 'aslant', 'aslope', 'slope', 'slosh', 'sloped', 'slanting', 'squelch', 'incline', 'splatter', 'slop']",How to design your Interlocking Frame
mating,"['mat', 'pair', 'entangle', 'matt-up', 'felt_up', 'pairing', 'matte', 'tangle', 'mating', 'union', 'mate', 'couple', 'matte_up', 'coupling', 'twin', 'sexual_union', 'checkmate', 'felt', 'match', 'mat_up', 'copulate', 'snarl', 'conjugation']",How to design your Interlocking Frame
surface,"['come_out', 'control_surface', 'come_up', ""Earth's_surface"", 'come_on', 'show_up', 'surface', 'turn_up', 'coat', 'rise', 'rise_up', 'airfoil', 'aerofoil', 'open']",How to design your Interlocking Frame
no,"['No', 'atomic_number_102', 'nobelium', 'no', 'no_more']",How to design your Interlocking Frame
face,"['grimace', 'look', 'font', 'confront', 'fount', 'brass', 'human_face', 'face', 'nerve', 'typeface', 'front', 'cheek', 'case', 'boldness', 'face_up', 'facial_expression', 'expression', 'aspect', 'present', 'side']",How to design your Interlocking Frame
approaches,"['draw_near', 'set_about', 'approach_shot', 'go_about', 'glide_slope', 'approach_path', 'feeler', 'attack', 'draw_close', 'approach', 'come_on', 'overture', 'go_up', 'border_on', 'access', 'near', 'plan_of_attack', 'glide_path', 'approaching', 'come_near', 'coming', 'advance']",How to design your Interlocking Frame
together,"['together', 'in_concert', 'unitedly']",How to design your Interlocking Frame
Drill,"['practice', 'practise', 'Mandrillus_leucophaeus', 'drill', 'bore', 'recitation', 'practice_session', 'exercise']",How to design your Interlocking Frame
sliding,"['slew', 'slip', 'slide', 'slither', 'skid', 'slue', 'sliding']",How to design your Interlocking Frame
rod,"['rod', 'retinal_rod', 'gat', 'perch', 'pole', 'rod_cell']",How to design your Interlocking Frame
order,"['put', 'range', 'place', 'society', 'monastic_order', 'regularise', 'consecrate', 'ordination', 'rate', 'enjoin', 'govern', 'prescribe', 'guild', 'order_of_magnitude', 'rules_of_order', 'tell', 'regulate', 'fiat', 'lodge', 'regularize', 'rescript', 'gild', 'order', 'edict', 'parliamentary_procedure', 'say', 'orderliness', 'Order', 'social_club', 'rank', 'dictate', 'grade', 'ordinate', 'ordering', 'arrange', 'ordain', 'decree', 'Holy_Order', 'set_up', 'purchase_order', 'parliamentary_law', 'club']",How to design your Interlocking Frame
spacing,"['spatial_arrangement', 'space', 'spacing']",How to design your Interlocking Frame
Generally,"['mostly', 'generally', 'more_often_than_not', 'loosely', 'broadly', 'broadly_speaking', 'by_and_large', 'in_general', 'in_the_main']",How to design your Interlocking Frame
Let,"['allow', 'LET', 'countenance', 'get', 'Lashkar-e-Tayyiba', 'Lashkar-e-Taiba', 'have', 'Lashkar-e-Toiba', 'permit', 'lease', 'Army_of_the_Pure', 'Army_of_the_Righteous', 'let', 'rent', 'net_ball']",How to design your Interlocking Frame
don't,[],How to design your Interlocking Frame
Break,"['break_up', 'happy_chance', 'cave_in', 'break_away', 'interrupt', 'breaking', 'prison-breaking', 'time_out', 'split', 'transgress', 'intermission', 'conk_out', 'rupture', 'offend', 'weaken', 'divulge', 'breakage', 'jailbreak', 'violate', 'better', 'let_on', 'discover', 'split_up', 'pause', 'break_out', 'break_of_serve', 'break_in', 'gap', 'fail', 'break_dance', 'break_off', 'suspension', 'ruin', 'wear_out', 'intermit', 'die', 'discontinue', 'interruption', 'wear', 'come_apart', 'disruption', 'go_bad', 'respite', 'break', 'bankrupt', 'separate', 'rift', 'shift', 'give_away', 'part', 'recrudesce', 'faulting', 'give_way', 'get_out', 'break_down', 'damp', 'snap_off', 'erupt', 'severance', 'get_around', 'open_frame', 'fracture', 'fall_in', 'recess', 'burst', 'reveal', 'go_against', 'develop', 'fall_apart', 'bust', 'bump', 'founder', 'falling_out', 'good_luck', 'give_out', 'crack', 'stop', 'demote', 'let_out', 'unwrap', 'gaolbreak', 'bring_out', 'collapse', 'infract', 'break-dance', 'disclose', 'soften', 'kick_downstairs', 'relegate', 'check', 'geological_fault', 'dampen', 'expose', 'prisonbreak', 'go', 'give', 'breakout', 'fault', 'breach', 'smash']",How to design your Interlocking Frame
our,[],How to design your Interlocking Frame
threads,"['togs', 'duds', 'meander', 'wind', 'weave', 'draw', 'yarn', 'screw_thread', 'thread', 'threads', 'ribbon', 'wander', 'string', 'train_of_thought']",How to design your Interlocking Frame
should,[],How to design your Interlocking Frame
insures,"['underwrite', 'see_to_it', 'guarantee', 'ascertain', 'ensure', 'control', 'cover', 'check', 'see', 'assure', 'secure', 'insure']",How to design your Interlocking Frame
blacked-in,[],How to design your Interlocking Frame
pulls,"['get_out', 'tear', 'force', 'draw', 'draw_out', 'extract', 'pull_up', 'puff', 'take_out', 'displume', 'rive', 'clout', 'deplume', 'pull_in', 'root_for', 'deplumate', 'pull_out', 'pulling', 'rip', 'drag', 'twist', 'pluck', 'rend', 'perpetrate', 'commit', 'pull', 'wrench', 'attract', 'draw_in', 'overstretch']",How to design your Interlocking Frame
3'',[],How to design your Interlocking Frame
typical,"['typical', 'distinctive']",How to design your Interlocking Frame
Placement,"['arrangement', 'emplacement', 'placement', 'locating', 'location', 'position', 'positioning']",How to design your Interlocking Frame
7,"['vii', 'seven', '7', 'heptad', 'septenary', 'VII', 'septet', 'sevener']",How to design your Interlocking Frame
until,[],How to design your Interlocking Frame
thick,"['thickset', 'blockheaded', 'thickheaded', 'dense', 'compact', 'loggerheaded', 'buddy-buddy', 'boneheaded', 'thick-skulled', 'slurred', 'duncish', 'stocky', 'deep', 'midst', 'wooden-headed', 'chummy', 'heavyset', 'thickly', 'duncical', 'thick', 'fatheaded']",How to design your Interlocking Frame
several,"['respective', 'several', 'various']",How to design your Interlocking Frame
he,"['He', 'helium', 'atomic_number_2', 'he']",How to design your Interlocking Frame
lifting,"['pilfer', 'uprise', 'revoke', 'arise', 'countermand', 'overturn', 'reverse', 'vacate', 'raise', 'lift', 'rustle', 'cabbage', 'hoist', 'face-lift', 'sneak', 'get_up', 'swipe', 'abstract', 'come_up', 'hook', 'wind', 'plagiarize', 'go_up', 'rise', 'rescind', 'pinch', 'nobble', 'bring_up', 'rear', 'move_up', 'airlift', 'annul', 'repeal', 'plagiarise', 'snarf', 'elevate', 'purloin', 'filch']",How to design your Interlocking Frame
shaping,"['mould', 'shaping', 'form', 'shape', 'plastic', 'defining', 'influence', 'determine', 'formation', 'regulate', 'forge', 'formative', 'work', 'mold']",How to design your Interlocking Frame
located,"['place', 'situated', 'located', 'turn_up', 'placed', 'locate', 'set', 'settle', 'situate', 'site']",How to design your Interlocking Frame
make,"['take_a_shit', 'arrive_at', 'lay_down', 'make', 'make_believe', 'draw', 'take_in', 'take_a_leak', 'wee', 'clear', 'realise', 'cause', 'hit', 'micturate', 'urinate', 'pee', 'earn', 'constitute', 'construct', 'cook', 'stool', 'piddle', 'have', 'pull_in', 'build', 'spend_a_penny', 'ready', 'brand', 'get_to', 'do', 'make_water', 'progress_to', 'relieve_oneself', 'wee-wee', 'work', 'get', 'form', 'throw', 'shuffling', 'make_up', 'shuffle', 'induce', 'name', 'attain', 'score', 'puddle', 'create', 'reach', 'defecate', 'fix', 'stimulate', 'bring_in', 'pretend', 'take', 'pass_water', 'produce', 'gain', 'establish', 'realize', 'take_a_crap', 'give', 'piss', 'prepare', 'hold', 'seduce', 'crap', 'pee-pee', 'ca-ca', 'nominate', 'shit']",How to design your Interlocking Frame
pattern,"['practice', 'form', 'model', 'shape', 'design', 'convention', 'normal', 'pattern', 'blueprint', 'traffic_pattern', 'radiation_diagram', 'figure', 'rule', 'formula', 'approach_pattern', 'radiation_pattern']",How to design your Interlocking Frame
easily,"['easily', 'easy', 'well']",How to design your Interlocking Frame
intermediate,"['liaise', 'mediate', 'intermediate', 'arbitrate', 'medium', 'intercede', 'average']",How to design your Interlocking Frame
locking,"['interlock', 'interlace', 'lock_away', 'shut_up', 'lock_in', 'mesh', 'operate', 'locking', 'lockup', 'engage', 'put_away', 'lock_up', 'lock', 'shut_away']",How to design your Interlocking Frame
used,"['victimised', 'exploited', 'practice', 'victimized', 'expend', 'utilise', 'put-upon', 'use', 'employ', 'habituate', 'used', 'ill-used', 'utilize', 'apply', 'secondhand']",How to design your Interlocking Frame
Either,['either'],How to design your Interlocking Frame
diagram,"['plot', 'diagram']",How to design your Interlocking Frame
tack-solder,[],How to design your Interlocking Frame
7/16'',[],How to design your Interlocking Frame
sets,"['put', 'place', 'adjust', 'lay_out', 'typeset', 'coif', 'lot', 'correct', 'band', 'position', 'Set', 'go_down', 'congeal', 'exercise_set', 'sic', 'lay', 'readiness', 'limit', 'ready', 'Seth', 'set', 'define', 'fructify', 'mark', 'go_under', 'do', 'curing', 'rig', 'dress', 'stage_set', 'circle', 'jell', 'hardening', 'bent', 'determine', 'solidifying', 'localize', 'coiffe', 'solidification', 'pose', 'plant', 'fix', 'arrange', 'localise', 'set_up', 'coiffure', 'prepare', 'specify', 'countersink', 'gear_up']",How to design your Interlocking Frame
junction,"['junction', 'joint', 'adjunction', 'conjunction', 'conjugation', 'articulation', 'colligation', 'juncture', 'join']",How to design your Interlocking Frame
3,"['iii', 'triad', 'leash', 'ternary', 'troika', 'terzetto', '3', 'trinity', 'triplet', 'trio', 'threesome', 'tierce', 'trine', 'deuce-ace', 'ternion', 'III', 'three', 'tercet', 'trey']",How to design your Interlocking Frame
extra,"['duplicate', 'spear_carrier', 'supererogatory', 'extra', 'superfluous', 'special', 'additional', 'spare', 'surplus', 'excess', 'supernumerary', 'redundant']",How to design your Interlocking Frame
principles,"['precept', 'rule', 'rationale', 'principle']",How to design your Interlocking Frame
Mark,"['target', 'scrape', 'Gospel_According_to_Mark', 'patsy', 'sucker', 'nock', 'tick', 'punctuate', 'marking', 'pock', ""bull's_eye"", 'cross_out', 'stigma', 'differentiate', 'Deutschmark', 'fall_guy', 'stain', 'chump', 'check_off', 'brand', 'cross', 'mug', 'Mark', 'scratch', 'notice', 'set', 'Deutsche_Mark', 'mark', 'Saint_Mark', 'St._Mark', 'soft_touch', 'mark_off', 'stigmatize', 'tick_off', 'fool', 'marker', 'home_run', 'crisscross', 'score', 'stigmatise', 'cross_off', 'distinguish', 'check', 'strike_off', 'bell_ringer', 'grade', 'gull', 'print', 'sign', 'German_mark', 'label', 'note', 'commemorate', 'scar', 'denounce', 'tag', 'strike_out', 'pit']",How to design your Interlocking Frame
12'',[],How to design your Interlocking Frame
again,"['once_more', 'once_again', 'over_again', 'again']",How to design your Interlocking Frame
1,"['one', '1', 'I', 'single', 'i', 'unity', 'ace', 'ane']",How to design your Interlocking Frame
Chuck,"['pat', 'honk', 'purge', 'spew', 'vomit_up', 'regorge', 'toss', 'be_sick', 'regurgitate', 'ditch', 'throw_up', 'vomit', 'barf', 'cat', 'disgorge', 'retch', 'spue', 'cast', 'grub', 'upchuck', 'chow', 'sick', 'chuck', 'puke', 'eats']",How to design your Interlocking Frame
moved,"['actuate', 'make_a_motion', 'proceed', 'be_active', 'incite', 'motivate', 'prompt', 'moved', 'move', 'impress', 'stirred', 'affected', 'strike', 'locomote', 'touched', 'displace', 'run', 'propel', 'act', 'go', 'affect', 'travel']",How to design your Interlocking Frame
wish,"['wish_well', 'wish', 'like', 'wishing', 'want', 'bid', 'compliments', 'indirect_request', 'regard', 'care']",How to design your Interlocking Frame
Draw-file,[],How to design your Interlocking Frame
crosswise,"['crossways', 'crosswise', 'across']",How to design your Interlocking Frame
of,[],How to design your Interlocking Frame
Dress,"['garb', 'groom', 'cut_back', 'frock', 'clothe', 'snip', 'coif', 'clip', 'clothes', 'trim', 'dress_out', 'attire', 'tog', 'dress_up', 'full-dress', 'lop', 'set', 'do', 'crop', 'fit_out', 'prune', 'enclothe', 'dress', 'curry', 'habilitate', 'decorate', 'garment', 'wearing_apparel', 'coiffe', 'line_up', 'arrange', 'get_dressed', 'raiment', 'coiffure', 'primp', 'preen', 'plume', 'apparel', 'garnish']",How to design your Interlocking Frame
tedious,"['ho-hum', 'boring', 'long-winded', 'tiresome', 'windy', 'wordy', 'slow', 'tedious', 'deadening', 'irksome', 'dull', 'verbose', 'wearisome']",How to design your Interlocking Frame
smooth,"['fluid', 'legato', 'polish', 'still', 'smoothen', 'suave', 'liquid', 'shine', 'quiet', 'tranquil', 'bland', 'politic', 'unruffled', 'smooth', 'fluent', 'placid', 'smooth_out']",How to design your Interlocking Frame
28,"['twenty-eight', 'xxviii', '28', 'XXVIII']",How to design your Interlocking Frame
Tappets,['tappet'],How to design your Interlocking Frame
9/32'',[],How to design your Interlocking Frame
diameter,"['diam', 'diameter']",How to design your Interlocking Frame
31,"['thirty-one', '31', 'xxxi']",How to design your Interlocking Frame
Swiss,"['Swiss_people', 'Swiss']",How to design your Interlocking Frame
rough,"['approximative', 'unsmooth', 'scratchy', 'bumpy', 'grating', 'jolting', 'pugnacious', 'rocky', 'rasping', 'rough_in', 'crude', 'approximate', 'jolty', 'gravelly', 'rough_out', 'roughly', 'fierce', 'jumpy', 'rough', 'uncut', 'harsh', 'boisterous', 'raspy']",How to design your Interlocking Frame
snag,"['snag', 'tear', 'hang-up', 'hitch', 'rip', 'split', 'rub', 'rent']",How to design your Interlocking Frame
very,"['very', 'selfsame', 'identical', 'really', 'rattling', 'real']",How to design your Interlocking Frame
basis,"['basis', 'foundation', 'base', 'groundwork', 'cornerstone', 'fundament', 'ground', 'footing']",How to design your Interlocking Frame
shape,"['condition', 'pattern', 'physique', 'figure', 'contour', 'material_body', 'bod', 'soma', 'conformation', 'build', 'anatomy', 'Supreme_Headquarters_Allied_Powers_Europe', 'flesh', 'regulate', 'physical_body', 'work', 'mould', 'form', 'cast', 'determine', 'forge', 'frame', 'embodiment', 'chassis', 'SHAPE', 'shape', 'configuration', 'human_body', 'influence', 'mold']",How to design your Interlocking Frame
note,"['line', 'notation', 'greenback', 'tone', 'short_letter', 'banknote', 'preeminence', 'government_note', 'notice', 'take_down', ""banker's_bill"", 'distinction', 'mark', 'promissory_note', 'bank_note', 'billet', 'note_of_hand', 'bank_bill', 'bill', 'Federal_Reserve_note', 'mention', 'take_note', 'eminence', 'annotation', 'observe', 'note', 'musical_note', 'remark']",How to design your Interlocking Frame
disassemble,"['break_up', 'dismantle', 'break_apart', 'disassemble', 'take_apart']",How to design your Interlocking Frame
power,"['great_power', 'superpower', 'mogul', 'force', 'ability', 'major_power', 'tycoon', 'business_leader', 'powerfulness', 'world_power', 'king', 'big_businessman', 'magnate', 'mightiness', 'index', 'office', 'might', 'power', 'top_executive', 'baron', 'exponent']",How to design your Interlocking Frame
edges,"['edge', 'butt', 'border', 'boundary', 'inch', 'abut', 'butt_on', 'adjoin', 'bound', 'march', 'butt_against', 'sharpness']",How to design your Interlocking Frame
turn,"['number', 'round', 'change_by_reversal', 'reverse', 'flex', 'grow', 'crook', 'rick', 'move_around', 'sprain', 'change_state', 'tour', 'spell', 'work', 'twist', 'good_turn', 'turn_over', 'turning', 'call_on', 'release', 'plow', 'plough', 'deform', 'play', 'become', 'bend', 'wrench', 'act', 'bit', 'bout', 'go', 'turn', 'turn_of_events', 'sour', 'ferment', 'routine', 'wrick']",How to design your Interlocking Frame
side,"['side_of_meat', 'face', 'side', 'incline', 'English', 'position', 'slope']",How to design your Interlocking Frame
small,"['pocket-size', 'humble', 'pocket-sized', 'modest', 'diminished', 'minor', 'lowly', 'small-scale', 'low', 'minuscule', 'small', 'belittled', 'little']",How to design your Interlocking Frame
parallel,"['latitude', 'analog', 'duplicate', 'line_of_latitude', 'collimate', 'analogue', 'twin', 'parallel_of_latitude', 'parallel']",How to design your Interlocking Frame
time,"['metre', 'time', 'prison_term', 'clock_time', 'clip', 'meter', 'sentence', 'clock', 'fourth_dimension']",How to design your Interlocking Frame
place,"['put', 'come_out', 'target', 'range', 'place', 'situation', 'aim', 'station', 'property', 'position', 'rate', 'lay', 'plaza', 'stead', 'set', 'come_in', 'post', 'order', 'direct', 'invest', 'seat', 'point', 'billet', 'commit', 'shoes', 'localize', 'identify', 'rank', 'office', 'pose', 'grade', 'localise', 'topographic_point', 'blank_space', 'home', 'spot', 'space', 'send', 'locate', 'lieu', 'berth', 'site', 'piazza']",How to design your Interlocking Frame
corners,"['corner', 'niche', 'turning_point', 'nook', 'tree', 'recession', 'recess', 'quoin', 'box', 'street_corner']",How to design your Interlocking Frame
remain,"['continue', 'remain', 'rest', 'stay', 'persist', 'stay_on']",How to design your Interlocking Frame
If,[],How to design your Interlocking Frame
90,"['ninety', 'xc', '90', 'XC']",How to design your Interlocking Frame
pieces,"['tack_together', 'nibble', 'piece', 'assemble', 'while', 'small-arm', 'spell', ""objet_d'art"", 'tack', 'pick', 'composition', 'piece_of_music', 'man', 'musical_composition', 'part', 'bit', 'opus', 'put_together', 'set_up', 'art_object', 'slice', 'firearm', 'patch']",How to design your Interlocking Frame
(,[],How to design your Interlocking Frame
engage,"['affiance', 'employ', 'mesh', 'engage', 'charter', 'lock', 'occupy', 'rent', 'pursue', 'operate', 'hire', 'plight', 'enlist', 'engross', 'wage', 'prosecute', 'betroth', 'take', 'absorb', 'lease']",How to design your Interlocking Frame
dog,"['trail', 'frump', 'hot_dog', 'bounder', 'dog', 'cad', 'wienerwurst', 'tail', 'track', 'pawl', 'give_chase', 'frankfurter', 'click', 'wiener', 'blackguard', 'Canis_familiaris', 'domestic_dog', 'frank', 'hotdog', 'detent', 'chase_after', 'hound', 'firedog', 'chase', 'dog-iron', 'andiron', 'heel', 'weenie', 'go_after', 'tag']",How to design your Interlocking Frame
cutting,"['geld', 'curve', 'cut_back', 'edged', 'film_editing', 'cutting_off', 'switch_off', 'stinging', 'abbreviate', 'edit', 'issue', 'lancinate', 'foreshorten', 'trim', 'trim_down', 'shorten', 'slew', 'raw', 'slip', 'cutting', 'make_out', 'veer', 'hack', 'clipping', 'prune', 'turn_out', 'carving', 'disregard', 'press_clipping', 'cut', 'trim_back', 'sheer', 'ignore', 'cut_off', 'bleak', 'turn_off', 'write_out', 'keen', 'cut_down', 'rationalize', 'rationalise', 'stabbing', 'thin_out', 'burn', 'lancinating', 'swerve', 'slue', 'knifelike', 'press_cutting', 'reduce', 'tailor', 'thinning', 'newspaper_clipping', 'contract', 'abridge', 'piercing', 'edit_out', 'dilute', 'trend', 'bring_down', 'skip', 'thin', 'snub']",How to design your Interlocking Frame
10'',[],How to design your Interlocking Frame
