just,"[211, 1, 25, 11, 134, 13, 5, 4, 115, 1, 11, 7, 409, 15, 0, 4]",The Chances of Accidental War
again,"[0, 0, 0, 74]",The Chances of Accidental War
hung,"[1, 4, 0, 2, 3, 0, 0, 0, 0, 20]",The Chances of Accidental War
mean,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 65, 0, 0, 10, 1, 5, 0, 37, 3]",The Chances of Accidental War
war,"[0, 2, 31]",The Chances of Accidental War
Teletypes,[],The Chances of Accidental War
deputies,"[0, 2, 0, 0]",The Chances of Accidental War
scientists,[1],The Chances of Accidental War
darting,"[0, 0, 2, 0, 0, 0, 5, 0, 3]",The Chances of Accidental War
death,"[69, 0, 83, 51, 4, 0, 4, 0, 4]",The Chances of Accidental War
The,[],The Chances of Accidental War
Paul,"[0, 0, 0, 3, 0, 0, 0, 0, 0]",The Chances of Accidental War
I,"[5, 29, 0, 321, 0, 786, 24, 0, 1, 0, 3]",The Chances of Accidental War
fact,[74],The Chances of Accidental War
source,"[1, 3, 0, 3, 20, 0, 4, 1, 4, 0, 1, 5]",The Chances of Accidental War
dropped,"[0, 3, 1, 20, 0, 0, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 1, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4]",The Chances of Accidental War
offices,"[0, 7, 6, 47, 6, 0, 1, 1, 1, 0, 0, 72, 58, 16, 19, 2, 7, 0, 43]",The Chances of Accidental War
routings,"[0, 0, 0, 0, 0, 4, 0, 3, 0]",The Chances of Accidental War
six-man,[],The Chances of Accidental War
them,[],The Chances of Accidental War
law,"[20, 0, 0, 0, 0, 0, 0, 0, 24]",The Chances of Accidental War
hesitate,"[2, 3, 0, 0]",The Chances of Accidental War
However,"[6, 0, 0, 3, 103, 0, 35, 1, 47]",The Chances of Accidental War
same,"[88, 0, 0, 0, 3, 176, 0, 0]",The Chances of Accidental War
since,[],The Chances of Accidental War
ago,"[39, 0]",The Chances of Accidental War
two,"[158, 0, 26, 0, 0]",The Chances of Accidental War
dry,"[0, 0, 12, 0, 0, 0, 0, 0]",The Chances of Accidental War
lights,"[0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 3, 3, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
pieces,"[1, 6, 47, 0, 24, 0, 0, 0, 1, 0, 0, 173, 0, 9, 1, 0, 0, 0, 0, 11, 0, 77, 0]",The Chances of Accidental War
beige,"[0, 0]",The Chances of Accidental War
always,"[4, 0, 3, 59, 46, 0, 7, 0]",The Chances of Accidental War
BMEWS,[],The Chances of Accidental War
to,[],The Chances of Accidental War
manning,[173],The Chances of Accidental War
controller,"[0, 0, 0, 0, 38]",The Chances of Accidental War
about,"[237, 0, 0, 0, 0, 85, 66, 3, 0, 0, 18, 104, 0, 23, 6, 2, 182]",The Chances of Accidental War
Meanwhile,"[1, 0, 0, 1, 2]",The Chances of Accidental War
son,"[27, 1, 47, 1, 0]",The Chances of Accidental War
use,"[7, 11, 6, 0, 0, 1, 0, 5, 1, 6, 66, 0, 0, 2, 1, 0, 0, 9, 7, 3, 0, 0, 0]",The Chances of Accidental War
steps,"[12, 6, 0, 0, 0, 0, 3, 0, 0, 1, 1, 8, 0, 0, 5, 0, 10, 0, 5, 0, 0, 0, 0]",The Chances of Accidental War
speak,"[14, 14, 6, 2, 26, 0, 0]",The Chances of Accidental War
flair,"[1, 2, 2, 0, 1, 8, 0]",The Chances of Accidental War
forefingers,"[12, 0, 2]",The Chances of Accidental War
ape,"[0, 0, 0, 0, 0, 0, 0]",The Chances of Accidental War
(,[],The Chances of Accidental War
wide,"[4, 0, 3, 0, 0, 0, 0, 0, 0, 24, 3, 4, 0, 0, 0, 16, 0]",The Chances of Accidental War
placed,"[0, 3, 16, 0, 34, 29, 3, 0, 12, 46, 51, 72, 6, 4, 37, 4, 2, 19, 10, 7, 19, 0, 14, 1, 1, 1, 0, 17, 21, 2]",The Chances of Accidental War
140,"[0, 0, 0]",The Chances of Accidental War
internal,"[4, 0, 8, 54, 3, 0, 3]",The Chances of Accidental War
SAC's,[],The Chances of Accidental War
special,"[20, 5, 24, 1, 6, 10, 0]",The Chances of Accidental War
Omaha,"[0, 0]",The Chances of Accidental War
on,"[37, 839]",The Chances of Accidental War
their,[],The Chances of Accidental War
minutes,"[15, 45, 0, 40, 0, 19, 0, 24, 5, 13, 1, 2, 0]",The Chances of Accidental War
whether,[],The Chances of Accidental War
come,"[0, 22, 123, 163, 3, 0, 0, 3, 0, 0, 0, 11, 0, 3, 0, 0, 12, 0, 20, 1, 42, 84, 0, 0, 5]",The Chances of Accidental War
Soviets,"[0, 1]",The Chances of Accidental War
officers,"[0, 0, 0, 2, 0, 10]",The Chances of Accidental War
If,[],The Chances of Accidental War
nearly,"[237, 0, 66, 0, 4, 18, 104, 23, 3, 1]",The Chances of Accidental War
strategy,"[1, 0]",The Chances of Accidental War
machinery,[19],The Chances of Accidental War
pie,"[0, 1, 0]",The Chances of Accidental War
minimum,"[16, 0, 6]",The Chances of Accidental War
quiet,"[9, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 103, 10, 6, 0, 0, 0, 0, 0, 0, 0, 11]",The Chances of Accidental War
